0 Intro,1 Verse,2 Chorus,3 Instrumental,4 Bridge,5 End,,,
0.16,0.14,0.01,0.27,0.14,0.27,0.00,58.34,5.00
0.17,0.14,0.01,0.26,0.14,0.27,0.00,58.37,5.00
0.17,0.15,0.01,0.26,0.14,0.27,0.00,58.39,5.00
0.17,0.15,0.01,0.26,0.14,0.28,0.00,58.42,5.00
0.17,0.15,0.01,0.25,0.14,0.28,0.00,58.44,5.00
0.17,0.15,0.01,0.25,0.14,0.28,0.00,58.47,5.00
0.17,0.15,0.01,0.25,0.14,0.28,0.00,58.49,5.00
0.17,0.15,0.01,0.25,0.14,0.28,0.00,58.52,5.00
0.17,0.15,0.01,0.26,0.14,0.28,0.00,58.54,5.00
0.17,0.14,0.01,0.26,0.14,0.28,0.00,58.57,5.00
0.17,0.14,0.01,0.26,0.14,0.28,0.00,58.59,5.00
0.17,0.14,0.01,0.27,0.14,0.27,0.00,58.62,5.00
0.17,0.14,0.01,0.27,0.14,0.27,0.00,58.64,3.00
0.17,0.14,0.01,0.27,0.14,0.27,0.00,58.67,3.00
0.17,0.14,0.01,0.28,0.14,0.27,0.00,58.69,3.00
0.17,0.14,0.01,0.28,0.14,0.27,0.00,58.72,3.00
0.17,0.14,0.01,0.28,0.14,0.27,0.00,58.74,3.00
0.16,0.14,0.01,0.28,0.14,0.27,0.00,58.77,3.00
0.16,0.14,0.01,0.28,0.14,0.27,0.00,58.79,3.00
0.16,0.14,0.01,0.28,0.14,0.27,0.00,58.82,3.00
0.16,0.14,0.01,0.28,0.14,0.27,0.00,58.84,3.00
0.16,0.14,0.01,0.28,0.14,0.27,0.00,58.87,3.00
0.17,0.14,0.01,0.28,0.14,0.27,0.00,58.89,3.00
0.17,0.14,0.01,0.27,0.14,0.27,0.00,58.92,3.00
0.17,0.14,0.01,0.27,0.14,0.27,0.00,58.94,5.00
0.17,0.14,0.01,0.27,0.14,0.28,0.00,58.97,5.00
0.17,0.14,0.01,0.26,0.14,0.28,0.00,58.99,5.00
0.17,0.14,0.01,0.27,0.14,0.27,0.00,59.02,5.00
0.17,0.14,0.01,0.27,0.14,0.27,0.00,59.04,3.00
0.17,0.14,0.01,0.28,0.14,0.26,0.00,59.07,3.00
0.17,0.13,0.01,0.29,0.13,0.26,0.00,59.09,3.00
0.17,0.13,0.01,0.29,0.13,0.27,0.00,59.12,3.00
0.17,0.13,0.01,0.28,0.13,0.27,0.00,59.14,3.00
0.16,0.13,0.01,0.27,0.14,0.28,0.00,59.17,5.00
0.16,0.13,0.01,0.27,0.14,0.29,0.00,59.19,5.00
0.16,0.14,0.01,0.26,0.14,0.29,0.00,59.22,5.00
0.16,0.14,0.01,0.26,0.14,0.29,0.00,59.24,5.00
0.16,0.14,0.01,0.25,0.15,0.29,0.00,59.27,5.00
0.16,0.14,0.01,0.26,0.15,0.28,0.00,59.29,5.00
0.16,0.14,0.01,0.26,0.15,0.28,0.00,59.32,5.00
0.16,0.14,0.01,0.26,0.15,0.28,0.00,59.34,5.00
0.17,0.14,0.01,0.26,0.14,0.28,0.00,59.37,5.00
0.17,0.14,0.01,0.26,0.14,0.28,0.00,59.39,5.00
0.17,0.14,0.01,0.25,0.14,0.28,0.00,59.42,5.00
0.17,0.14,0.01,0.25,0.14,0.28,0.00,59.44,5.00
0.17,0.14,0.01,0.25,0.15,0.28,0.00,59.47,5.00
0.17,0.14,0.01,0.25,0.15,0.28,0.00,59.49,5.00
0.17,0.14,0.01,0.25,0.15,0.28,0.00,59.52,5.00
0.17,0.14,0.01,0.25,0.15,0.28,0.00,59.54,5.00
0.17,0.14,0.01,0.26,0.14,0.28,0.00,59.57,5.00
0.17,0.13,0.01,0.26,0.14,0.28,0.00,59.59,5.00
0.17,0.13,0.01,0.26,0.14,0.28,0.00,59.62,5.00
0.17,0.13,0.01,0.26,0.14,0.29,0.00,59.64,5.00
0.17,0.13,0.01,0.26,0.14,0.29,0.00,59.67,5.00
0.17,0.13,0.01,0.27,0.14,0.29,0.00,59.69,5.00
0.17,0.13,0.01,0.27,0.14,0.29,0.00,59.72,5.00
0.17,0.13,0.01,0.27,0.14,0.28,0.00,59.74,5.00
0.17,0.13,0.01,0.27,0.14,0.28,0.00,59.77,5.00
0.16,0.13,0.01,0.28,0.14,0.28,0.00,59.79,5.00
0.16,0.13,0.01,0.28,0.14,0.29,0.00,59.82,5.00
0.16,0.13,0.01,0.27,0.14,0.29,0.00,59.84,5.00
0.16,0.13,0.01,0.27,0.14,0.29,0.00,59.87,5.00
0.16,0.13,0.01,0.27,0.14,0.29,0.00,59.89,5.00
0.16,0.13,0.01,0.27,0.15,0.29,0.00,59.92,5.00
0.16,0.13,0.01,0.27,0.15,0.28,0.00,59.94,5.00
0.16,0.13,0.01,0.27,0.15,0.28,0.00,59.97,5.00
0.16,0.13,0.01,0.28,0.15,0.27,0.00,59.99,3.00
0.16,0.13,0.01,0.29,0.15,0.27,0.00,60.02,3.00
0.16,0.12,0.01,0.29,0.15,0.27,0.00,60.04,3.00
0.15,0.12,0.01,0.28,0.15,0.28,0.00,60.07,3.00
0.15,0.13,0.01,0.27,0.15,0.28,0.00,60.09,5.00
0.15,0.13,0.01,0.27,0.15,0.29,0.00,60.12,5.00
0.15,0.13,0.01,0.26,0.16,0.28,0.00,60.14,5.00
0.16,0.13,0.01,0.26,0.16,0.28,0.00,60.17,5.00
0.16,0.13,0.01,0.26,0.16,0.27,0.00,60.19,5.00
0.16,0.13,0.01,0.26,0.16,0.27,0.00,60.22,5.00
0.16,0.13,0.01,0.26,0.16,0.27,0.00,60.24,5.00
0.16,0.13,0.01,0.26,0.16,0.27,0.00,60.27,5.00
0.17,0.13,0.01,0.26,0.16,0.27,0.00,60.29,5.00
0.17,0.13,0.01,0.26,0.16,0.27,0.00,60.32,5.00
0.17,0.13,0.01,0.26,0.16,0.27,0.00,60.34,5.00
0.17,0.13,0.01,0.26,0.16,0.27,0.00,60.37,5.00
0.17,0.13,0.01,0.26,0.16,0.27,0.00,60.39,5.00
0.17,0.13,0.01,0.26,0.16,0.27,0.00,60.42,5.00
0.17,0.14,0.01,0.26,0.16,0.26,0.00,60.44,5.00
0.16,0.14,0.01,0.26,0.17,0.26,0.00,60.47,5.00
0.16,0.14,0.02,0.25,0.17,0.26,0.00,60.49,5.00
0.16,0.14,0.02,0.25,0.17,0.27,0.00,60.52,5.00
0.16,0.14,0.02,0.24,0.17,0.27,0.00,60.54,5.00
0.16,0.15,0.02,0.24,0.17,0.26,0.00,60.57,5.00
0.16,0.15,0.02,0.24,0.17,0.26,0.00,60.59,5.00
0.17,0.15,0.02,0.25,0.17,0.25,0.00,60.62,5.00
0.17,0.15,0.02,0.24,0.17,0.25,0.00,60.64,5.00
0.17,0.15,0.02,0.24,0.17,0.25,0.00,60.67,5.00
0.17,0.16,0.02,0.24,0.17,0.25,0.00,60.69,5.00
0.17,0.16,0.02,0.23,0.17,0.25,0.00,60.72,5.00
0.17,0.16,0.02,0.23,0.17,0.25,0.00,60.74,5.00
0.17,0.17,0.02,0.23,0.17,0.25,0.00,60.77,5.00
0.18,0.17,0.02,0.22,0.17,0.24,0.00,60.79,5.00
0.18,0.17,0.02,0.22,0.16,0.24,0.00,60.82,5.00
0.18,0.17,0.02,0.22,0.16,0.25,0.00,60.84,5.00
0.19,0.17,0.02,0.21,0.16,0.25,0.00,60.87,5.00
0.19,0.17,0.02,0.22,0.16,0.25,0.00,60.89,5.00
0.19,0.17,0.02,0.22,0.16,0.24,0.00,60.92,5.00
0.19,0.16,0.02,0.23,0.16,0.24,0.00,60.94,5.00
0.19,0.16,0.02,0.24,0.16,0.23,0.00,60.97,3.00
0.18,0.16,0.02,0.25,0.16,0.24,0.00,60.99,3.00
0.18,0.16,0.02,0.25,0.16,0.24,0.00,61.02,3.00
0.17,0.16,0.02,0.24,0.16,0.24,0.00,61.04,5.00
0.17,0.16,0.02,0.24,0.17,0.24,0.00,61.07,5.00
0.17,0.16,0.02,0.24,0.17,0.24,0.00,61.09,5.00
0.16,0.17,0.02,0.23,0.17,0.24,0.00,61.12,5.00
0.17,0.17,0.02,0.23,0.17,0.24,0.00,61.14,5.00
0.17,0.17,0.02,0.23,0.17,0.24,0.00,61.17,5.00
0.17,0.17,0.02,0.23,0.17,0.24,0.00,61.19,5.00
0.17,0.17,0.02,0.22,0.17,0.24,0.00,61.22,5.00
0.18,0.17,0.02,0.22,0.17,0.24,0.00,61.24,5.00
0.18,0.17,0.02,0.22,0.17,0.24,0.00,61.27,5.00
0.18,0.16,0.02,0.22,0.17,0.24,0.00,61.29,5.00
0.18,0.16,0.02,0.22,0.17,0.24,0.00,61.32,5.00
0.18,0.16,0.02,0.22,0.17,0.24,0.00,61.34,5.00
0.18,0.16,0.02,0.22,0.17,0.24,0.00,61.37,5.00
0.18,0.16,0.02,0.23,0.17,0.24,0.00,61.39,5.00
0.18,0.16,0.02,0.23,0.17,0.25,0.00,61.42,5.00
0.18,0.16,0.02,0.23,0.17,0.25,0.00,61.44,5.00
0.18,0.15,0.02,0.23,0.17,0.25,0.00,61.46,5.00
0.17,0.15,0.02,0.24,0.17,0.25,0.00,61.49,5.00
0.17,0.15,0.02,0.24,0.17,0.25,0.00,61.51,5.00
0.17,0.15,0.02,0.24,0.17,0.25,0.00,61.54,5.00
0.17,0.15,0.02,0.24,0.17,0.25,0.00,61.56,5.00
0.17,0.14,0.02,0.24,0.17,0.25,0.00,61.59,5.00
0.18,0.14,0.02,0.24,0.17,0.25,0.00,61.61,5.00
0.18,0.14,0.02,0.24,0.17,0.25,0.00,61.64,5.00
0.18,0.14,0.01,0.25,0.17,0.25,0.00,61.66,5.00
0.18,0.14,0.01,0.25,0.17,0.25,0.00,61.69,5.00
0.18,0.14,0.01,0.25,0.17,0.25,0.00,61.71,3.00
0.18,0.13,0.01,0.26,0.17,0.26,0.00,61.74,3.00
0.18,0.13,0.01,0.26,0.16,0.26,0.00,61.76,5.00
0.18,0.13,0.01,0.26,0.16,0.26,0.00,61.79,5.00
0.18,0.13,0.01,0.26,0.16,0.26,0.00,61.81,5.00
0.18,0.13,0.01,0.26,0.16,0.26,0.00,61.84,5.00
0.18,0.13,0.01,0.27,0.16,0.26,0.00,61.86,3.00
0.18,0.13,0.01,0.27,0.15,0.26,0.00,61.89,3.00
0.18,0.13,0.01,0.28,0.15,0.26,0.00,61.91,3.00
0.17,0.12,0.01,0.28,0.15,0.26,0.00,61.94,3.00
0.17,0.12,0.01,0.28,0.15,0.26,0.00,61.96,3.00
0.17,0.12,0.01,0.28,0.15,0.27,0.00,61.99,3.00
0.17,0.12,0.01,0.28,0.15,0.27,0.00,62.01,3.00
0.17,0.12,0.01,0.28,0.15,0.27,0.00,62.04,3.00
0.17,0.12,0.01,0.29,0.15,0.27,0.00,62.06,3.00
0.17,0.12,0.01,0.29,0.15,0.27,0.00,62.09,3.00
0.17,0.12,0.01,0.29,0.15,0.27,0.00,62.11,3.00
0.17,0.12,0.01,0.29,0.15,0.27,0.00,62.14,3.00
0.17,0.11,0.01,0.29,0.15,0.27,0.00,62.16,3.00
0.17,0.11,0.01,0.29,0.15,0.27,0.00,62.19,3.00
0.17,0.11,0.01,0.29,0.14,0.28,0.00,62.21,3.00
0.17,0.11,0.01,0.29,0.14,0.28,0.00,62.24,3.00
0.17,0.11,0.01,0.29,0.14,0.28,0.00,62.26,3.00
0.17,0.11,0.01,0.30,0.14,0.28,0.00,62.29,3.00
0.17,0.11,0.01,0.30,0.14,0.28,0.00,62.31,3.00
0.17,0.11,0.01,0.30,0.14,0.28,0.00,62.34,3.00
0.16,0.10,0.01,0.31,0.14,0.28,0.00,62.36,3.00
0.16,0.10,0.01,0.32,0.14,0.28,0.00,62.39,3.00
0.16,0.10,0.01,0.32,0.14,0.28,0.00,62.41,3.00
0.16,0.10,0.01,0.32,0.14,0.28,0.00,62.44,3.00
0.16,0.10,0.01,0.32,0.14,0.28,0.00,62.46,3.00
0.15,0.10,0.01,0.32,0.14,0.28,0.00,62.49,3.00
0.15,0.10,0.01,0.32,0.14,0.28,0.00,62.51,3.00
0.15,0.10,0.01,0.31,0.14,0.29,0.00,62.54,3.00
0.15,0.10,0.01,0.31,0.14,0.29,0.00,62.56,3.00
0.15,0.10,0.01,0.30,0.14,0.29,0.00,62.59,3.00
0.15,0.11,0.01,0.30,0.14,0.29,0.00,62.61,3.00
0.15,0.11,0.01,0.30,0.14,0.29,0.00,62.64,3.00
0.16,0.11,0.01,0.30,0.14,0.29,0.00,62.66,3.00
0.16,0.11,0.01,0.30,0.14,0.29,0.00,62.69,3.00
0.16,0.11,0.01,0.30,0.14,0.29,0.00,62.71,3.00
0.16,0.10,0.01,0.30,0.14,0.28,0.00,62.74,3.00
0.16,0.10,0.01,0.30,0.14,0.28,0.00,62.76,3.00
0.16,0.11,0.01,0.30,0.14,0.28,0.00,62.79,3.00
0.16,0.11,0.01,0.30,0.14,0.28,0.00,62.81,3.00
0.16,0.11,0.01,0.30,0.14,0.28,0.00,62.84,3.00
0.16,0.11,0.01,0.30,0.14,0.28,0.00,62.86,3.00
0.16,0.11,0.01,0.31,0.14,0.28,0.00,62.89,3.00
0.15,0.11,0.01,0.30,0.15,0.28,0.00,62.91,3.00
0.15,0.11,0.01,0.29,0.15,0.28,0.00,62.94,3.00
0.15,0.12,0.01,0.29,0.15,0.28,0.00,62.96,3.00
0.15,0.12,0.01,0.28,0.16,0.28,0.00,62.99,5.00
0.15,0.13,0.01,0.28,0.16,0.28,0.00,63.01,5.00
0.15,0.13,0.01,0.28,0.16,0.27,0.00,63.04,3.00
0.15,0.13,0.01,0.28,0.16,0.27,0.00,63.06,3.00
0.16,0.13,0.01,0.28,0.16,0.26,0.00,63.09,3.00
0.16,0.13,0.01,0.27,0.16,0.26,0.00,63.11,3.00
0.16,0.13,0.01,0.27,0.16,0.26,0.00,63.14,3.00
0.16,0.13,0.01,0.26,0.16,0.26,0.00,63.16,5.00
0.17,0.13,0.01,0.26,0.16,0.27,0.00,63.19,5.00
0.17,0.14,0.01,0.26,0.16,0.27,0.00,63.21,5.00
0.17,0.14,0.01,0.25,0.16,0.27,0.00,63.24,5.00
0.17,0.14,0.01,0.25,0.16,0.26,0.00,63.26,5.00
0.17,0.14,0.01,0.25,0.16,0.26,0.00,63.29,5.00
0.18,0.14,0.01,0.25,0.16,0.26,0.00,63.31,5.00
0.18,0.14,0.01,0.26,0.15,0.26,0.00,63.34,5.00
0.18,0.14,0.01,0.26,0.15,0.26,0.00,63.36,5.00
0.18,0.14,0.01,0.26,0.15,0.27,0.00,63.39,5.00
0.18,0.14,0.01,0.26,0.15,0.27,0.00,63.41,5.00
0.18,0.14,0.01,0.26,0.15,0.27,0.00,63.44,5.00
0.18,0.13,0.01,0.26,0.15,0.27,0.00,63.46,5.00
0.18,0.13,0.01,0.27,0.14,0.27,0.00,63.49,5.00
0.18,0.13,0.01,0.27,0.14,0.27,0.00,63.51,3.00
0.18,0.13,0.01,0.27,0.14,0.27,0.00,63.54,3.00
0.18,0.13,0.01,0.28,0.14,0.27,0.00,63.56,3.00
0.17,0.13,0.01,0.28,0.14,0.27,0.00,63.59,3.00
0.17,0.13,0.01,0.28,0.14,0.27,0.00,63.61,3.00
0.17,0.12,0.01,0.28,0.14,0.28,0.00,63.64,3.00
0.17,0.12,0.01,0.28,0.14,0.28,0.00,63.66,3.00
0.17,0.12,0.01,0.28,0.14,0.28,0.00,63.69,3.00
0.17,0.12,0.01,0.28,0.14,0.28,0.00,63.71,3.00
0.17,0.12,0.01,0.29,0.13,0.28,0.00,63.74,3.00
0.17,0.12,0.01,0.29,0.13,0.27,0.00,63.76,3.00
0.17,0.12,0.01,0.30,0.13,0.27,0.00,63.79,3.00
0.17,0.12,0.01,0.30,0.13,0.27,0.00,63.81,3.00
0.17,0.11,0.01,0.30,0.13,0.28,0.00,63.84,3.00
0.16,0.11,0.01,0.30,0.13,0.28,0.00,63.86,3.00
0.16,0.11,0.01,0.30,0.13,0.28,0.00,63.89,3.00
0.16,0.11,0.01,0.29,0.14,0.28,0.00,63.91,3.00
0.16,0.12,0.01,0.29,0.14,0.28,0.00,63.94,3.00
0.16,0.12,0.01,0.30,0.14,0.28,0.00,63.96,3.00
0.16,0.11,0.01,0.30,0.14,0.28,0.00,63.99,3.00
0.16,0.11,0.01,0.30,0.14,0.28,0.00,64.01,3.00
0.16,0.11,0.01,0.30,0.14,0.28,0.00,64.04,3.00
0.16,0.11,0.01,0.30,0.14,0.28,0.00,64.06,3.00
0.16,0.11,0.01,0.30,0.14,0.28,0.00,64.09,3.00
0.16,0.11,0.01,0.29,0.14,0.28,0.00,64.11,3.00
0.16,0.11,0.01,0.29,0.14,0.28,0.00,64.14,3.00
0.16,0.11,0.01,0.29,0.14,0.28,0.00,64.16,3.00
0.16,0.11,0.01,0.29,0.14,0.28,0.00,64.19,3.00
0.16,0.11,0.01,0.29,0.14,0.28,0.00,64.21,3.00
0.16,0.11,0.01,0.30,0.14,0.28,0.00,64.24,3.00
0.16,0.11,0.01,0.30,0.14,0.28,0.00,64.26,3.00
0.16,0.11,0.01,0.30,0.14,0.27,0.00,64.29,3.00
0.16,0.11,0.01,0.30,0.14,0.27,0.00,64.31,3.00
0.16,0.11,0.01,0.30,0.14,0.27,0.00,64.34,3.00
0.16,0.11,0.01,0.30,0.15,0.28,0.00,64.36,3.00
0.16,0.11,0.01,0.29,0.15,0.28,0.00,64.39,3.00
0.16,0.11,0.01,0.29,0.15,0.28,0.00,64.41,3.00
0.16,0.12,0.01,0.29,0.15,0.28,0.00,64.44,3.00
0.16,0.12,0.01,0.28,0.15,0.28,0.00,64.46,3.00
0.16,0.12,0.01,0.28,0.15,0.27,0.00,64.49,3.00
0.16,0.12,0.01,0.28,0.15,0.27,0.00,64.51,3.00
0.16,0.12,0.01,0.28,0.15,0.27,0.00,64.54,3.00
0.16,0.12,0.01,0.28,0.15,0.27,0.00,64.56,3.00
0.16,0.12,0.01,0.28,0.15,0.27,0.00,64.59,3.00
0.17,0.12,0.01,0.28,0.15,0.27,0.00,64.61,3.00
0.17,0.12,0.01,0.27,0.15,0.27,0.00,64.64,3.00
0.17,0.12,0.01,0.27,0.15,0.27,0.00,64.66,5.00
0.17,0.12,0.01,0.27,0.15,0.27,0.00,64.69,5.00
0.17,0.12,0.01,0.28,0.15,0.27,0.00,64.71,3.00
0.17,0.12,0.01,0.28,0.15,0.27,0.00,64.74,3.00
0.17,0.12,0.01,0.28,0.15,0.27,0.00,64.76,3.00
0.17,0.12,0.01,0.28,0.15,0.28,0.00,64.79,3.00
0.17,0.12,0.01,0.28,0.15,0.28,0.00,64.81,3.00
0.17,0.12,0.01,0.28,0.14,0.28,0.00,64.84,3.00
0.17,0.12,0.01,0.29,0.14,0.28,0.00,64.86,3.00
0.17,0.12,0.01,0.29,0.14,0.28,0.00,64.89,3.00
0.17,0.12,0.01,0.29,0.14,0.28,0.00,64.91,3.00
0.17,0.11,0.01,0.30,0.14,0.28,0.00,64.94,3.00
0.17,0.11,0.01,0.30,0.14,0.28,0.00,64.96,3.00
0.17,0.11,0.01,0.30,0.14,0.28,0.00,64.99,3.00
0.16,0.11,0.01,0.31,0.14,0.27,0.00,65.01,3.00
0.16,0.11,0.01,0.31,0.13,0.27,0.00,65.04,3.00
0.16,0.11,0.01,0.31,0.13,0.28,0.00,65.06,3.00
0.16,0.11,0.01,0.31,0.13,0.28,0.00,65.09,3.00
0.16,0.11,0.01,0.31,0.13,0.28,0.00,65.11,3.00
0.16,0.11,0.01,0.30,0.14,0.28,0.00,65.14,3.00
0.16,0.11,0.01,0.30,0.14,0.28,0.00,65.16,3.00
0.16,0.11,0.01,0.30,0.14,0.28,0.00,65.19,3.00
0.16,0.11,0.01,0.30,0.14,0.28,0.00,65.21,3.00
0.16,0.11,0.01,0.30,0.14,0.28,0.00,65.24,3.00
0.16,0.11,0.01,0.30,0.14,0.28,0.00,65.26,3.00
0.17,0.11,0.01,0.30,0.14,0.28,0.00,65.29,3.00
0.17,0.11,0.01,0.30,0.14,0.28,0.00,65.31,3.00
0.17,0.11,0.01,0.31,0.14,0.28,0.00,65.34,3.00
0.16,0.11,0.01,0.31,0.14,0.28,0.00,65.36,3.00
0.16,0.11,0.01,0.31,0.14,0.28,0.00,65.39,3.00
0.16,0.11,0.01,0.31,0.14,0.28,0.00,65.41,3.00
0.16,0.11,0.01,0.30,0.14,0.29,0.00,65.44,3.00
0.16,0.11,0.01,0.30,0.14,0.29,0.00,65.46,3.00
0.16,0.11,0.01,0.30,0.14,0.29,0.00,65.49,3.00
0.16,0.11,0.01,0.29,0.14,0.29,0.00,65.51,3.00
0.16,0.11,0.01,0.29,0.14,0.29,0.00,65.54,5.00
0.16,0.11,0.01,0.28,0.14,0.29,0.00,65.56,5.00
0.16,0.11,0.01,0.28,0.14,0.29,0.00,65.59,5.00
0.17,0.11,0.01,0.29,0.14,0.29,0.00,65.61,5.00
0.17,0.11,0.01,0.29,0.14,0.28,0.00,65.64,3.00
0.17,0.11,0.01,0.29,0.14,0.27,0.00,65.66,3.00
0.17,0.11,0.01,0.29,0.14,0.27,0.00,65.69,3.00
0.17,0.12,0.01,0.29,0.14,0.27,0.00,65.71,3.00
0.17,0.12,0.01,0.29,0.14,0.27,0.00,65.74,3.00
0.17,0.12,0.01,0.29,0.14,0.28,0.00,65.76,3.00
0.16,0.13,0.01,0.28,0.14,0.28,0.00,65.79,3.00
0.16,0.13,0.01,0.27,0.14,0.28,0.00,65.81,5.00
0.16,0.14,0.01,0.26,0.14,0.28,0.00,65.84,5.00
0.16,0.14,0.01,0.26,0.14,0.28,0.00,65.86,5.00
0.16,0.14,0.01,0.26,0.14,0.28,0.00,65.89,5.00
0.17,0.15,0.01,0.26,0.15,0.27,0.00,65.91,5.00
0.17,0.15,0.01,0.26,0.14,0.27,0.00,65.94,5.00
0.17,0.15,0.01,0.26,0.14,0.27,0.00,65.96,5.00
0.17,0.15,0.01,0.26,0.14,0.27,0.00,65.99,5.00
0.18,0.15,0.01,0.26,0.14,0.26,0.00,66.01,5.00
0.18,0.15,0.01,0.26,0.14,0.26,0.00,66.04,3.00
0.18,0.15,0.01,0.26,0.14,0.27,0.00,66.06,5.00
0.17,0.15,0.01,0.26,0.14,0.27,0.00,66.09,5.00
0.17,0.15,0.01,0.26,0.14,0.27,0.00,66.11,5.00
0.17,0.14,0.01,0.25,0.14,0.27,0.00,66.14,5.00
0.17,0.14,0.01,0.25,0.15,0.27,0.00,66.16,5.00
0.17,0.14,0.01,0.25,0.15,0.27,0.00,66.19,5.00
0.17,0.14,0.01,0.25,0.15,0.27,0.00,66.21,5.00
0.17,0.14,0.01,0.26,0.15,0.27,0.00,66.24,5.00
0.17,0.14,0.01,0.26,0.16,0.27,0.00,66.26,5.00
0.17,0.14,0.01,0.26,0.16,0.27,0.00,66.29,5.00
0.17,0.14,0.01,0.26,0.16,0.27,0.00,66.31,5.00
0.17,0.14,0.01,0.26,0.16,0.27,0.00,66.34,5.00
0.17,0.14,0.01,0.26,0.16,0.27,0.00,66.36,5.00
0.17,0.14,0.01,0.26,0.16,0.27,0.00,66.39,5.00
0.17,0.14,0.01,0.25,0.16,0.27,0.00,66.41,5.00
0.17,0.14,0.01,0.26,0.16,0.27,0.00,66.44,5.00
0.17,0.14,0.01,0.26,0.16,0.27,0.00,66.46,5.00
0.17,0.14,0.01,0.26,0.16,0.26,0.00,66.49,5.00
0.17,0.14,0.01,0.26,0.16,0.26,0.00,66.51,5.00
0.17,0.14,0.01,0.26,0.16,0.27,0.00,66.54,5.00
0.17,0.14,0.01,0.25,0.16,0.27,0.00,66.56,5.00
0.17,0.14,0.01,0.25,0.15,0.27,0.00,66.58,5.00
0.18,0.14,0.01,0.25,0.15,0.27,0.00,66.61,5.00
0.18,0.14,0.01,0.26,0.15,0.26,0.00,66.63,5.00
0.18,0.14,0.01,0.27,0.15,0.26,0.00,66.66,3.00
0.18,0.14,0.01,0.28,0.14,0.25,0.00,66.68,3.00
0.17,0.14,0.01,0.28,0.14,0.25,0.00,66.71,3.00
0.17,0.14,0.01,0.28,0.14,0.26,0.00,66.73,3.00
0.17,0.14,0.01,0.28,0.14,0.26,0.00,66.76,3.00
0.16,0.14,0.01,0.27,0.15,0.27,0.00,66.78,3.00
0.16,0.14,0.01,0.27,0.15,0.27,0.00,66.81,5.00
0.16,0.15,0.01,0.26,0.15,0.27,0.00,66.83,5.00
0.16,0.15,0.01,0.26,0.15,0.27,0.00,66.86,5.00
0.16,0.15,0.01,0.25,0.15,0.27,0.00,66.88,5.00
0.16,0.15,0.02,0.25,0.15,0.27,0.00,66.91,5.00
0.16,0.15,0.02,0.25,0.16,0.26,0.00,66.93,5.00
0.16,0.15,0.02,0.25,0.16,0.26,0.00,66.96,5.00
0.16,0.16,0.02,0.25,0.16,0.26,0.00,66.98,5.00
0.17,0.16,0.02,0.24,0.16,0.26,0.00,67.01,5.00
0.17,0.16,0.02,0.24,0.16,0.26,0.00,67.03,5.00
0.17,0.16,0.02,0.24,0.15,0.26,0.00,67.06,5.00
0.17,0.16,0.02,0.24,0.15,0.26,0.00,67.08,5.00
0.17,0.16,0.02,0.23,0.15,0.26,0.00,67.11,5.00
0.18,0.16,0.01,0.23,0.15,0.26,0.00,67.13,5.00
0.18,0.16,0.01,0.23,0.15,0.26,0.00,67.16,5.00
0.18,0.16,0.01,0.23,0.15,0.26,0.00,67.18,5.00
0.18,0.16,0.01,0.24,0.15,0.26,0.00,67.21,5.00
0.18,0.16,0.01,0.24,0.15,0.26,0.00,67.23,5.00
0.18,0.15,0.01,0.24,0.15,0.27,0.00,67.26,5.00
0.18,0.15,0.01,0.24,0.14,0.27,0.00,67.28,5.00
0.18,0.15,0.01,0.25,0.14,0.27,0.00,67.31,5.00
0.18,0.14,0.01,0.25,0.14,0.27,0.00,67.33,5.00
0.18,0.14,0.01,0.26,0.14,0.27,0.00,67.36,5.00
0.18,0.14,0.01,0.26,0.14,0.27,0.00,67.38,5.00
0.18,0.13,0.01,0.27,0.13,0.28,0.00,67.41,5.00
0.18,0.13,0.01,0.27,0.13,0.28,0.00,67.43,5.00
0.18,0.13,0.01,0.27,0.13,0.28,0.00,67.46,5.00
0.18,0.12,0.01,0.28,0.13,0.28,0.00,67.48,5.00
0.18,0.12,0.01,0.28,0.13,0.28,0.00,67.51,3.00
0.18,0.12,0.01,0.29,0.13,0.28,0.00,67.53,3.00
0.17,0.11,0.01,0.31,0.13,0.28,0.00,67.56,3.00
0.17,0.11,0.01,0.32,0.12,0.27,0.00,67.58,3.00
0.16,0.11,0.01,0.33,0.12,0.27,0.00,67.61,3.00
0.16,0.10,0.01,0.34,0.12,0.28,0.00,67.63,3.00
0.15,0.10,0.01,0.33,0.13,0.28,0.00,67.66,3.00
0.15,0.10,0.01,0.32,0.13,0.29,0.00,67.68,3.00
0.15,0.10,0.01,0.31,0.13,0.30,0.00,67.71,3.00
0.15,0.11,0.01,0.31,0.13,0.30,0.00,67.73,3.00
0.15,0.11,0.01,0.30,0.14,0.30,0.00,67.76,3.00
0.15,0.11,0.01,0.30,0.14,0.29,0.00,67.78,3.00
0.15,0.12,0.01,0.30,0.14,0.29,0.00,67.81,3.00
0.15,0.12,0.01,0.30,0.14,0.29,0.00,67.83,3.00
0.15,0.12,0.01,0.30,0.14,0.28,0.00,67.86,3.00
0.16,0.12,0.01,0.29,0.14,0.28,0.00,67.88,3.00
0.16,0.12,0.01,0.29,0.14,0.28,0.00,67.91,3.00
0.16,0.12,0.01,0.28,0.14,0.28,0.00,67.93,3.00
0.17,0.12,0.01,0.28,0.14,0.28,0.00,67.96,5.00
0.17,0.12,0.01,0.28,0.15,0.28,0.00,67.98,5.00
