0 Intro,1 Verse,2 Chorus,3 Instrumental,4 Bridge,5 End,,,
0.15316,0.21992,0.14417,0.13840,0.19694,0.14741,0.00000,63.31317,1.00000
0.15190,0.22052,0.14450,0.13812,0.19773,0.14724,0.00000,63.33815,1.00000
0.15096,0.22047,0.14563,0.13863,0.19759,0.14672,0.00000,63.36312,1.00000
0.15055,0.22019,0.14663,0.13942,0.19647,0.14674,0.00000,63.38810,1.00000
0.14997,0.22037,0.14679,0.13942,0.19559,0.14786,0.00000,63.41307,1.00000
0.14938,0.22094,0.14510,0.13889,0.19625,0.14945,0.00000,63.43805,1.00000
0.14894,0.22125,0.14177,0.13801,0.19944,0.15058,0.00000,63.46302,1.00000
0.14909,0.22153,0.13856,0.13715,0.20349,0.15018,0.00000,63.48800,1.00000
0.14952,0.22192,0.13645,0.13685,0.20664,0.14862,0.00000,63.51298,1.00000
0.15010,0.22227,0.13568,0.13717,0.20784,0.14695,0.00000,63.53795,1.00000
0.15095,0.22232,0.13624,0.13764,0.20631,0.14654,0.00000,63.56293,1.00000
0.15164,0.22205,0.13694,0.13778,0.20401,0.14758,0.00000,63.58790,1.00000
0.15198,0.22174,0.13619,0.13783,0.20276,0.14950,0.00000,63.61288,1.00000
0.15240,0.22170,0.13425,0.13787,0.20207,0.15171,0.00000,63.63785,1.00000
0.15258,0.22211,0.13263,0.13803,0.20164,0.15302,0.00000,63.66283,1.00000
0.15267,0.22276,0.13192,0.13831,0.20125,0.15309,0.00000,63.68780,1.00000
0.15331,0.22314,0.13214,0.13884,0.20029,0.15228,0.00000,63.71278,1.00000
0.15441,0.22360,0.13276,0.13928,0.19872,0.15122,0.00000,63.73776,1.00000
0.15504,0.22436,0.13301,0.13957,0.19727,0.15075,0.00000,63.76273,1.00000
0.15478,0.22444,0.13239,0.14021,0.19752,0.15066,0.00000,63.78771,1.00000
0.15437,0.22342,0.13146,0.14100,0.19930,0.15044,0.00000,63.81268,1.00000
0.15361,0.22215,0.13174,0.14156,0.20123,0.14971,0.00000,63.83766,1.00000
0.15259,0.22124,0.13392,0.14192,0.20227,0.14806,0.00000,63.86263,1.00000
0.15217,0.22057,0.13753,0.14192,0.20146,0.14634,0.00000,63.88761,1.00000
0.15242,0.21992,0.14154,0.14150,0.19938,0.14524,0.00000,63.91259,1.00000
0.15275,0.21914,0.14416,0.14099,0.19765,0.14531,0.00000,63.93756,1.00000
0.15273,0.21842,0.14478,0.14063,0.19691,0.14652,0.00000,63.96254,1.00000
0.15243,0.21813,0.14432,0.14032,0.19705,0.14775,0.00000,63.98751,1.00000
0.15163,0.21792,0.14468,0.14041,0.19727,0.14808,0.00000,64.01249,1.00000
0.15073,0.21746,0.14726,0.14106,0.19640,0.14708,0.00000,64.03746,1.00000
0.15085,0.21679,0.15170,0.14171,0.19375,0.14519,0.00000,64.06244,1.00000
0.15205,0.21603,0.15637,0.14160,0.18998,0.14397,0.00000,64.08741,1.00000
0.15238,0.21581,0.15848,0.14076,0.18856,0.14401,0.00000,64.11239,1.00000
0.15283,0.21605,0.15640,0.13994,0.18936,0.14542,0.00000,64.13737,1.00000
0.15305,0.21647,0.15177,0.13999,0.19143,0.14728,0.00000,64.16234,1.00000
0.15234,0.21754,0.14826,0.14018,0.19442,0.14726,0.00000,64.18732,1.00000
0.15071,0.21839,0.14797,0.14038,0.19768,0.14487,0.00000,64.21229,1.00000
0.14999,0.21865,0.14977,0.14051,0.19967,0.14141,0.00000,64.23727,1.00000
0.14969,0.21865,0.15142,0.14026,0.19987,0.14011,0.00000,64.26224,1.00000
0.14871,0.21837,0.15147,0.13956,0.20040,0.14149,0.00000,64.28722,1.00000
0.14679,0.21737,0.14899,0.13880,0.20399,0.14406,0.00000,64.31220,1.00000
0.14467,0.21679,0.14457,0.13913,0.20909,0.14574,0.00000,64.33717,1.00000
0.14399,0.21778,0.14034,0.13953,0.21351,0.14485,0.00000,64.36215,1.00000
0.14438,0.21847,0.13830,0.14011,0.21565,0.14309,0.00000,64.38712,1.00000
0.14639,0.21733,0.13929,0.14104,0.21428,0.14167,0.00000,64.41210,1.00000
0.14763,0.21531,0.14214,0.14246,0.21137,0.14109,0.00000,64.43707,1.00000
0.14811,0.21287,0.14406,0.14358,0.21066,0.14071,0.00000,64.46205,1.00000
0.14807,0.21100,0.14441,0.14451,0.21180,0.14021,0.00000,64.48702,4.00000
0.14817,0.20950,0.14406,0.14567,0.21343,0.13917,0.00000,64.51200,4.00000
0.14901,0.20827,0.14390,0.14688,0.21439,0.13754,0.00000,64.53698,4.00000
0.15016,0.20728,0.14505,0.14730,0.21422,0.13600,0.00000,64.56195,4.00000
0.15097,0.20667,0.14807,0.14725,0.21192,0.13513,0.00000,64.58693,4.00000
0.15159,0.20612,0.15146,0.14697,0.20931,0.13454,0.00000,64.61190,4.00000
0.15252,0.20603,0.15378,0.14629,0.20739,0.13398,0.00000,64.63688,4.00000
0.15380,0.20584,0.15512,0.14529,0.20635,0.13360,0.00000,64.66185,4.00000
0.15549,0.20479,0.15562,0.14462,0.20604,0.13344,0.00000,64.68683,4.00000
0.15719,0.20375,0.15540,0.14455,0.20606,0.13306,0.00000,64.71180,4.00000
0.15794,0.20330,0.15527,0.14475,0.20656,0.13217,0.00000,64.73678,4.00000
0.15776,0.20274,0.15649,0.14486,0.20699,0.13117,0.00000,64.76176,4.00000
0.15709,0.20202,0.15903,0.14454,0.20747,0.12986,0.00000,64.78673,4.00000
0.15599,0.20164,0.16140,0.14403,0.20816,0.12877,0.00000,64.81171,4.00000
0.15477,0.20189,0.16214,0.14399,0.20885,0.12837,0.00000,64.83668,4.00000
0.15397,0.20260,0.16131,0.14423,0.20955,0.12834,0.00000,64.86166,4.00000
0.15378,0.20342,0.16006,0.14436,0.21022,0.12817,0.00000,64.88663,4.00000
0.15381,0.20336,0.15964,0.14430,0.21064,0.12825,0.00000,64.91161,4.00000
0.15378,0.20240,0.16014,0.14451,0.21088,0.12830,0.00000,64.93659,4.00000
0.15373,0.20085,0.16102,0.14506,0.21115,0.12819,0.00000,64.96156,4.00000
0.15402,0.19904,0.16154,0.14625,0.21112,0.12803,0.00000,64.98654,4.00000
0.15493,0.19757,0.16119,0.14764,0.21068,0.12799,0.00000,65.01151,4.00000
0.15622,0.19703,0.15979,0.14835,0.21055,0.12805,0.00000,65.03649,4.00000
0.15695,0.19708,0.15837,0.14879,0.21040,0.12842,0.00000,65.06146,4.00000
0.15725,0.19736,0.15808,0.14903,0.20934,0.12894,0.00000,65.08644,4.00000
0.15785,0.19703,0.15944,0.14894,0.20729,0.12945,0.00000,65.11141,4.00000
0.15834,0.19555,0.16162,0.14911,0.20543,0.12994,0.00000,65.13639,4.00000
0.15791,0.19367,0.16383,0.14923,0.20495,0.13041,0.00000,65.16137,4.00000
0.15629,0.19300,0.16500,0.14855,0.20578,0.13139,0.00000,65.18634,4.00000
0.15427,0.19415,0.16466,0.14756,0.20650,0.13286,0.00000,65.21132,4.00000
0.15269,0.19616,0.16326,0.14728,0.20647,0.13413,0.00000,65.23629,4.00000
0.15168,0.19779,0.16261,0.14766,0.20559,0.13467,0.00000,65.26127,4.00000
0.15159,0.19835,0.16310,0.14854,0.20355,0.13486,0.00000,65.28624,4.00000
0.15192,0.19809,0.16344,0.14928,0.20217,0.13509,0.00000,65.31122,4.00000
0.15180,0.19746,0.16304,0.14971,0.20245,0.13554,0.00000,65.33620,4.00000
0.15121,0.19692,0.16188,0.14977,0.20386,0.13637,0.00000,65.36117,4.00000
0.15053,0.19698,0.15962,0.14949,0.20623,0.13715,0.00000,65.38615,4.00000
0.15015,0.19785,0.15643,0.14900,0.20857,0.13801,0.00000,65.41112,4.00000
0.14995,0.19935,0.15324,0.14873,0.20983,0.13890,0.00000,65.43610,4.00000
0.14974,0.20135,0.15043,0.14820,0.21039,0.13988,0.00000,65.46107,4.00000
0.14980,0.20399,0.14799,0.14687,0.21062,0.14072,0.00000,65.48605,4.00000
0.15012,0.20677,0.14556,0.14525,0.21106,0.14124,0.00000,65.51102,4.00000
0.15002,0.20960,0.14351,0.14350,0.21151,0.14185,0.00000,65.53600,4.00000
0.14926,0.21193,0.14210,0.14178,0.21233,0.14259,0.00000,65.56098,4.00000
0.14840,0.21387,0.14151,0.14024,0.21300,0.14298,0.00000,65.58595,1.00000
0.14777,0.21533,0.14201,0.13877,0.21312,0.14301,0.00000,65.61093,1.00000
0.14768,0.21619,0.14314,0.13674,0.21282,0.14342,0.00000,65.63590,1.00000
0.14836,0.21701,0.14430,0.13466,0.21187,0.14380,0.00000,65.66088,1.00000
0.14896,0.21809,0.14482,0.13307,0.21096,0.14411,0.00000,65.68585,1.00000
0.14885,0.21891,0.14386,0.13245,0.21085,0.14507,0.00000,65.71083,1.00000
0.14828,0.21949,0.14205,0.13248,0.21121,0.14650,0.00000,65.73580,1.00000
0.14745,0.22035,0.14115,0.13263,0.21187,0.14655,0.00000,65.76078,1.00000
0.14680,0.22109,0.14223,0.13282,0.21161,0.14545,0.00000,65.78576,1.00000
0.14726,0.22102,0.14476,0.13309,0.20948,0.14439,0.00000,65.81073,1.00000
0.14835,0.21966,0.14789,0.13370,0.20599,0.14442,0.00000,65.83571,1.00000
0.14904,0.21732,0.15064,0.13438,0.20339,0.14524,0.00000,65.86068,1.00000
0.14891,0.21534,0.15171,0.13503,0.20296,0.14605,0.00000,65.88566,1.00000
0.14900,0.21379,0.15081,0.13590,0.20429,0.14621,0.00000,65.91063,1.00000
0.14928,0.21319,0.14936,0.13643,0.20640,0.14534,0.00000,65.93561,1.00000
0.14929,0.21329,0.14882,0.13672,0.20786,0.14402,0.00000,65.96059,1.00000
0.14985,0.21268,0.15029,0.13692,0.20759,0.14266,0.00000,65.98556,1.00000
0.15051,0.21135,0.15281,0.13713,0.20640,0.14181,0.00000,66.01054,1.00000
0.15109,0.20992,0.15465,0.13713,0.20547,0.14175,0.00000,66.03551,1.00000
0.15155,0.20888,0.15501,0.13713,0.20535,0.14208,0.00000,66.06049,1.00000
0.15185,0.20830,0.15445,0.13733,0.20573,0.14235,0.00000,66.08546,1.00000
0.15202,0.20777,0.15446,0.13744,0.20589,0.14242,0.00000,66.11044,1.00000
0.15246,0.20706,0.15611,0.13732,0.20473,0.14233,0.00000,66.13541,1.00000
0.15327,0.20601,0.15903,0.13709,0.20207,0.14252,0.00000,66.16039,1.00000
0.15441,0.20483,0.16230,0.13670,0.19865,0.14312,0.00000,66.18537,1.00000
0.15454,0.20431,0.16464,0.13604,0.19616,0.14431,0.00000,66.21034,1.00000
0.15408,0.20509,0.16385,0.13549,0.19629,0.14521,0.00000,66.23532,1.00000
0.15370,0.20655,0.16025,0.13586,0.19787,0.14576,0.00000,66.26029,1.00000
0.15313,0.20809,0.15681,0.13665,0.19951,0.14581,0.00000,66.28527,1.00000
0.15257,0.20936,0.15435,0.13740,0.20118,0.14514,0.00000,66.31024,1.00000
0.15306,0.21035,0.15237,0.13827,0.20214,0.14382,0.00000,66.33522,1.00000
0.15452,0.21051,0.15111,0.13905,0.20197,0.14284,0.00000,66.36020,1.00000
0.15588,0.21048,0.14980,0.13925,0.20153,0.14305,0.00000,66.38517,1.00000
0.15716,0.21064,0.14742,0.13910,0.20172,0.14397,0.00000,66.41015,1.00000
0.15868,0.21068,0.14472,0.13884,0.20204,0.14505,0.00000,66.43512,1.00000
0.15975,0.21089,0.14291,0.13861,0.20199,0.14586,0.00000,66.46010,1.00000
0.16019,0.21149,0.14210,0.13867,0.20134,0.14620,0.00000,66.48507,1.00000
0.16071,0.21238,0.14187,0.13883,0.19987,0.14633,0.00000,66.51005,1.00000
0.16134,0.21396,0.14143,0.13905,0.19756,0.14666,0.00000,66.53502,1.00000
0.16078,0.21649,0.14048,0.13913,0.19569,0.14743,0.00000,66.56000,1.00000
0.15930,0.21873,0.13867,0.13924,0.19546,0.14860,0.00000,66.58498,1.00000
0.15805,0.22004,0.13638,0.13980,0.19618,0.14956,0.00000,66.60995,1.00000
0.15719,0.22082,0.13489,0.14046,0.19696,0.14969,0.00000,66.63493,1.00000
0.15670,0.22103,0.13512,0.14095,0.19733,0.14887,0.00000,66.65990,1.00000
0.15648,0.22071,0.13733,0.14125,0.19667,0.14756,0.00000,66.68488,1.00000
0.15622,0.22006,0.14008,0.14172,0.19532,0.14659,0.00000,66.70985,1.00000
0.15632,0.21956,0.14211,0.14159,0.19405,0.14635,0.00000,66.73483,1.00000
0.15661,0.21969,0.14285,0.14085,0.19371,0.14629,0.00000,66.75980,1.00000
0.15720,0.21930,0.14256,0.14069,0.19427,0.14598,0.00000,66.78478,1.00000
0.15800,0.21779,0.14283,0.14131,0.19507,0.14500,0.00000,66.80976,1.00000
0.15950,0.21598,0.14459,0.14214,0.19474,0.14304,0.00000,66.83473,1.00000
0.16189,0.21361,0.14799,0.14296,0.19305,0.14050,0.00000,66.85971,1.00000
0.16370,0.21067,0.15209,0.14434,0.19071,0.13849,0.00000,66.88468,1.00000
0.16451,0.20843,0.15456,0.14574,0.18948,0.13727,0.00000,66.90966,1.00000
0.16500,0.20690,0.15482,0.14659,0.18974,0.13695,0.00000,66.93463,1.00000
0.16535,0.20644,0.15280,0.14716,0.19120,0.13706,0.00000,66.95961,1.00000
0.16458,0.20732,0.15072,0.14793,0.19261,0.13683,0.00000,66.98459,1.00000
0.16279,0.20845,0.15072,0.14858,0.19337,0.13610,0.00000,67.00956,1.00000
0.16083,0.20862,0.15340,0.14903,0.19241,0.13570,0.00000,67.03454,1.00000
0.15943,0.20736,0.15645,0.14932,0.19080,0.13664,0.00000,67.05951,1.00000
0.15823,0.20562,0.15868,0.14930,0.18993,0.13823,0.00000,67.08449,1.00000
0.15747,0.20454,0.15946,0.14881,0.18973,0.13999,0.00000,67.10946,1.00000
0.15656,0.20387,0.15899,0.14849,0.19056,0.14154,0.00000,67.13444,1.00000
0.15587,0.20305,0.15801,0.14836,0.19262,0.14210,0.00000,67.15941,1.00000
0.15573,0.20177,0.15729,0.14812,0.19551,0.14158,0.00000,67.18439,1.00000
0.15564,0.20030,0.15752,0.14783,0.19803,0.14068,0.00000,67.20937,1.00000
0.15516,0.19892,0.15809,0.14783,0.19968,0.14032,0.00000,67.23434,4.00000
0.15501,0.19787,0.15802,0.14714,0.20153,0.14042,0.00000,67.25932,4.00000
0.15544,0.19740,0.15703,0.14620,0.20365,0.14028,0.00000,67.28429,4.00000
0.15583,0.19789,0.15513,0.14586,0.20575,0.13954,0.00000,67.30927,4.00000
0.15615,0.19873,0.15434,0.14576,0.20638,0.13864,0.00000,67.33424,4.00000
0.15641,0.19955,0.15521,0.14596,0.20526,0.13761,0.00000,67.35922,4.00000
0.15566,0.20012,0.15768,0.14626,0.20355,0.13673,0.00000,67.38420,4.00000
0.15467,0.20030,0.16010,0.14684,0.20224,0.13586,0.00000,67.40917,4.00000
0.15368,0.20015,0.16110,0.14715,0.20281,0.13510,0.00000,67.43415,4.00000
0.15301,0.19959,0.16049,0.14691,0.20491,0.13509,0.00000,67.45912,4.00000
0.15311,0.19840,0.15906,0.14681,0.20717,0.13544,0.00000,67.48410,4.00000
0.15378,0.19670,0.15803,0.14691,0.20881,0.13577,0.00000,67.50907,4.00000
0.15407,0.19443,0.15810,0.14699,0.21041,0.13601,0.00000,67.53405,4.00000
0.15380,0.19168,0.15930,0.14700,0.21189,0.13633,0.00000,67.55902,4.00000
0.15283,0.18895,0.16106,0.14711,0.21278,0.13726,0.00000,67.58400,4.00000
0.15173,0.18684,0.16225,0.14711,0.21366,0.13842,0.00000,67.60898,4.00000
0.15109,0.18560,0.16251,0.14711,0.21457,0.13912,0.00000,67.63395,4.00000
0.15093,0.18462,0.16185,0.14744,0.21559,0.13957,0.00000,67.65893,4.00000
0.15058,0.18391,0.16135,0.14842,0.21582,0.13992,0.00000,67.68390,4.00000
0.15055,0.18352,0.16134,0.14984,0.21482,0.13994,0.00000,67.70888,4.00000
0.15085,0.18292,0.16141,0.15130,0.21356,0.13996,0.00000,67.73385,4.00000
0.15091,0.18262,0.16178,0.15240,0.21257,0.13972,0.00000,67.75883,4.00000
0.15132,0.18285,0.16173,0.15278,0.21200,0.13933,0.00000,67.78380,4.00000
0.15196,0.18366,0.16047,0.15261,0.21261,0.13869,0.00000,67.80878,4.00000
0.15219,0.18495,0.15837,0.15241,0.21417,0.13791,0.00000,67.83376,4.00000
0.15204,0.18690,0.15650,0.15213,0.21519,0.13724,0.00000,67.85873,4.00000
0.15174,0.18929,0.15542,0.15140,0.21545,0.13670,0.00000,67.88371,4.00000
0.15119,0.19131,0.15602,0.15038,0.21512,0.13598,0.00000,67.90868,4.00000
0.15016,0.19264,0.15780,0.14926,0.21389,0.13625,0.00000,67.93366,4.00000
0.14852,0.19339,0.15948,0.14735,0.21375,0.13750,0.00000,67.95863,4.00000
0.14724,0.19435,0.16048,0.14478,0.21494,0.13821,0.00000,67.98361,4.00000
0.14656,0.19651,0.15995,0.14206,0.21741,0.13750,0.00000,68.00859,4.00000
0.14651,0.19914,0.15836,0.14003,0.22000,0.13595,0.00000,68.03356,4.00000
0.14702,0.20084,0.15710,0.13880,0.22114,0.13510,0.00000,68.05854,4.00000
0.14742,0.20200,0.15728,0.13832,0.22010,0.13489,0.00000,68.08351,4.00000
0.14721,0.20162,0.15896,0.13835,0.21857,0.13529,0.00000,68.10849,4.00000
0.14713,0.20048,0.16087,0.13862,0.21717,0.13574,0.00000,68.13346,4.00000
0.14734,0.19985,0.16153,0.13909,0.21602,0.13617,0.00000,68.15844,4.00000
0.14761,0.19993,0.16050,0.13939,0.21562,0.13694,0.00000,68.18341,4.00000
0.14819,0.20048,0.15895,0.13962,0.21545,0.13731,0.00000,68.20839,4.00000
0.14885,0.20111,0.15812,0.13971,0.21510,0.13711,0.00000,68.23337,4.00000
0.14956,0.20176,0.15785,0.13959,0.21459,0.13664,0.00000,68.25834,4.00000
0.14998,0.20259,0.15787,0.13944,0.21383,0.13629,0.00000,68.28332,4.00000
0.15020,0.20373,0.15786,0.13912,0.21288,0.13622,0.00000,68.30829,4.00000
0.15086,0.20532,0.15650,0.13879,0.21202,0.13650,0.00000,68.33327,4.00000
0.15160,0.20697,0.15338,0.13879,0.21239,0.13687,0.00000,68.35824,4.00000
0.15185,0.20868,0.14986,0.13915,0.21356,0.13691,0.00000,68.38322,4.00000
0.15199,0.21038,0.14731,0.14019,0.21326,0.13688,0.00000,68.40820,4.00000
0.15262,0.21241,0.14583,0.14110,0.21104,0.13700,0.00000,68.43317,1.00000
0.15259,0.21466,0.14521,0.14110,0.20872,0.13772,0.00000,68.45815,1.00000
0.15146,0.21721,0.14409,0.14053,0.20743,0.13928,0.00000,68.48312,1.00000
0.14995,0.21943,0.14202,0.14005,0.20735,0.14119,0.00000,68.50810,1.00000
0.14890,0.22071,0.14048,0.13985,0.20793,0.14213,0.00000,68.53307,1.00000
0.14798,0.22123,0.14060,0.13967,0.20882,0.14171,0.00000,68.55805,1.00000
0.14803,0.22066,0.14247,0.13956,0.20837,0.14092,0.00000,68.58302,1.00000
0.14877,0.21901,0.14548,0.13959,0.20657,0.14059,0.00000,68.60800,1.00000
0.14908,0.21695,0.14831,0.13947,0.20517,0.14101,0.00000,68.63298,1.00000
0.14946,0.21467,0.14999,0.13919,0.20534,0.14135,0.00000,68.65795,1.00000
0.14994,0.21245,0.15019,0.13907,0.20686,0.14150,0.00000,68.68293,1.00000
0.14990,0.21115,0.14921,0.13914,0.20931,0.14129,0.00000,68.70790,1.00000
0.14945,0.21099,0.14799,0.13918,0.21170,0.14069,0.00000,68.73288,4.00000
0.14924,0.21137,0.14784,0.13938,0.21248,0.13969,0.00000,68.75785,4.00000
0.14961,0.21165,0.14876,0.13992,0.21130,0.13876,0.00000,68.78283,1.00000
0.15061,0.21165,0.15023,0.14070,0.20849,0.13833,0.00000,68.80780,1.00000
0.15189,0.21156,0.15147,0.14145,0.20504,0.13858,0.00000,68.83278,1.00000
0.15284,0.21167,0.15201,0.14214,0.20205,0.13930,0.00000,68.85776,1.00000
0.15370,0.21208,0.15204,0.14285,0.19972,0.13961,0.00000,68.88273,1.00000
0.15409,0.21338,0.15175,0.14354,0.19822,0.13901,0.00000,68.90771,1.00000
0.15371,0.21493,0.15215,0.14444,0.19700,0.13777,0.00000,68.93268,1.00000
0.15283,0.21584,0.15281,0.14499,0.19617,0.13735,0.00000,68.95766,1.00000
0.15215,0.21599,0.15310,0.14492,0.19608,0.13777,0.00000,68.98263,1.00000
0.15151,0.21581,0.15262,0.14422,0.19731,0.13854,0.00000,69.00761,1.00000
0.15117,0.21636,0.15044,0.14383,0.19934,0.13886,0.00000,69.03259,1.00000
0.15103,0.21764,0.14747,0.14332,0.20125,0.13929,0.00000,69.05756,1.00000
0.15066,0.21839,0.14572,0.14271,0.20273,0.13978,0.00000,69.08254,1.00000
0.15077,0.21782,0.14519,0.14206,0.20439,0.13977,0.00000,69.10751,1.00000
0.15171,0.21626,0.14520,0.14189,0.20592,0.13902,0.00000,69.13249,1.00000
0.15271,0.21483,0.14534,0.14197,0.20699,0.13815,0.00000,69.15746,1.00000
0.15395,0.21376,0.14463,0.14166,0.20820,0.13781,0.00000,69.18244,1.00000
0.15569,0.21273,0.14274,0.14119,0.20970,0.13796,0.00000,69.20741,1.00000
0.15677,0.21180,0.14003,0.14120,0.21151,0.13868,0.00000,69.23239,1.00000
0.15666,0.21121,0.13708,0.14173,0.21389,0.13942,0.00000,69.25737,4.00000
0.15583,0.21070,0.13449,0.14247,0.21661,0.13989,0.00000,69.28234,4.00000
0.15513,0.21037,0.13291,0.14324,0.21820,0.14015,0.00000,69.30732,4.00000
0.15507,0.21016,0.13192,0.14405,0.21890,0.13990,0.00000,69.33229,4.00000
0.15520,0.21004,0.13100,0.14480,0.21971,0.13924,0.00000,69.35727,4.00000
0.15479,0.21021,0.12968,0.14542,0.22103,0.13887,0.00000,69.38224,4.00000
0.15385,0.21082,0.12809,0.14607,0.22237,0.13880,0.00000,69.40722,4.00000
0.15296,0.21138,0.12707,0.14672,0.22340,0.13847,0.00000,69.43220,4.00000
0.15261,0.21156,0.12752,0.14753,0.22323,0.13756,0.00000,69.45717,4.00000
0.15279,0.21147,0.12942,0.14838,0.22154,0.13639,0.00000,69.48215,4.00000
0.15298,0.21127,0.13226,0.14884,0.21951,0.13516,0.00000,69.50712,4.00000
0.15292,0.21074,0.13559,0.14867,0.21765,0.13443,0.00000,69.53210,4.00000
0.15247,0.21033,0.13913,0.14811,0.21604,0.13392,0.00000,69.55707,4.00000
0.15186,0.20986,0.14259,0.14723,0.21521,0.13325,0.00000,69.58205,4.00000
0.15138,0.20912,0.14652,0.14623,0.21463,0.13213,0.00000,69.60702,4.00000
0.15138,0.20817,0.15124,0.14512,0.21318,0.13090,0.00000,69.63200,4.00000
0.15152,0.20706,0.15579,0.14432,0.21115,0.13016,0.00000,69.65698,4.00000
0.15082,0.20625,0.15903,0.14455,0.20935,0.13000,0.00000,69.68195,4.00000
0.14978,0.20538,0.16037,0.14505,0.20887,0.13055,0.00000,69.70693,4.00000
0.14882,0.20523,0.15976,0.14573,0.20879,0.13167,0.00000,69.73190,4.00000
0.14875,0.20608,0.15782,0.14618,0.20773,0.13344,0.00000,69.75688,4.00000
0.14896,0.20706,0.15643,0.14689,0.20542,0.13525,0.00000,69.78185,1.00000
0.14916,0.20755,0.15607,0.14798,0.20283,0.13641,0.00000,69.80683,1.00000
0.14914,0.20809,0.15625,0.14926,0.20007,0.13719,0.00000,69.83180,1.00000
0.14841,0.20810,0.15638,0.15057,0.19883,0.13772,0.00000,69.85678,1.00000
0.14720,0.20766,0.15614,0.15140,0.19956,0.13805,0.00000,69.88176,1.00000
0.14614,0.20719,0.15512,0.15192,0.20143,0.13820,0.00000,69.90673,1.00000
0.14556,0.20652,0.15365,0.15218,0.20389,0.13820,0.00000,69.93171,1.00000
0.14596,0.20549,0.15180,0.15200,0.20651,0.13825,0.00000,69.95668,4.00000
0.14677,0.20448,0.14997,0.15156,0.20874,0.13848,0.00000,69.98166,4.00000
0.14768,0.20357,0.14874,0.15047,0.21051,0.13902,0.00000,70.00663,4.00000
0.14847,0.20314,0.14789,0.14884,0.21243,0.13923,0.00000,70.03161,4.00000
0.14880,0.20341,0.14744,0.14727,0.21381,0.13927,0.00000,70.05659,4.00000
0.14907,0.20404,0.14766,0.14599,0.21400,0.13925,0.00000,70.08156,4.00000
0.14960,0.20497,0.14842,0.14520,0.21303,0.13878,0.00000,70.10654,4.00000
0.14999,0.20608,0.14973,0.14463,0.21165,0.13791,0.00000,70.13151,4.00000
0.15041,0.20653,0.15157,0.14438,0.21025,0.13687,0.00000,70.15649,4.00000
0.15058,0.20638,0.15328,0.14447,0.20927,0.13602,0.00000,70.18146,4.00000
0.15058,0.20599,0.15386,0.14474,0.20910,0.13573,0.00000,70.20644,4.00000
0.15052,0.20527,0.15373,0.14474,0.20951,0.13622,0.00000,70.23141,4.00000
0.15073,0.20438,0.15304,0.14438,0.21033,0.13713,0.00000,70.25639,4.00000
0.15133,0.20370,0.15171,0.14387,0.21137,0.13804,0.00000,70.28137,4.00000
0.15188,0.20347,0.15052,0.14375,0.21190,0.13847,0.00000,70.30634,4.00000
0.15224,0.20397,0.14966,0.14407,0.21192,0.13815,0.00000,70.33132,4.00000
0.15211,0.20455,0.14937,0.14459,0.21201,0.13738,0.00000,70.35629,4.00000
0.15189,0.20463,0.14952,0.14489,0.21256,0.13651,0.00000,70.38127,4.00000
0.15182,0.20436,0.14865,0.14479,0.21418,0.13621,0.00000,70.40624,4.00000
0.15199,0.20366,0.14688,0.14473,0.21658,0.13616,0.00000,70.43122,4.00000
0.15233,0.20315,0.14478,0.14466,0.21903,0.13605,0.00000,70.45620,4.00000
0.15295,0.20272,0.14274,0.14465,0.22134,0.13560,0.00000,70.48117,4.00000
0.15370,0.20236,0.14143,0.14469,0.22283,0.13499,0.00000,70.50615,4.00000
0.15414,0.20233,0.14124,0.14493,0.22281,0.13455,0.00000,70.53112,4.00000
0.15475,0.20216,0.14150,0.14544,0.22170,0.13446,0.00000,70.55610,4.00000
0.15559,0.20170,0.14199,0.14599,0.21998,0.13475,0.00000,70.58107,4.00000
0.15626,0.20110,0.14312,0.14625,0.21808,0.13518,0.00000,70.60605,4.00000
0.15623,0.20058,0.14542,0.14605,0.21627,0.13545,0.00000,70.63102,4.00000
0.15585,0.20004,0.14909,0.14588,0.21391,0.13523,0.00000,70.65600,4.00000
0.15528,0.19896,0.15431,0.14546,0.21140,0.13459,0.00000,70.68098,4.00000
0.15497,0.19739,0.15996,0.14442,0.20958,0.13368,0.00000,70.70595,4.00000
0.15429,0.19595,0.16468,0.14351,0.20887,0.13271,0.00000,70.73093,4.00000
0.15373,0.19483,0.16768,0.14294,0.20877,0.13205,0.00000,70.75590,4.00000
0.15355,0.19406,0.16871,0.14272,0.20947,0.13149,0.00000,70.78088,4.00000
0.15347,0.19418,0.16818,0.14281,0.21002,0.13134,0.00000,70.80585,4.00000
0.15378,0.19366,0.16751,0.14282,0.21039,0.13184,0.00000,70.83083,4.00000
0.15344,0.19168,0.16756,0.14267,0.21142,0.13324,0.00000,70.85580,4.00000
0.15255,0.18981,0.16814,0.14258,0.21215,0.13477,0.00000,70.88078,4.00000
0.15123,0.18841,0.16876,0.14267,0.21300,0.13593,0.00000,70.90576,4.00000
0.14970,0.18735,0.16891,0.14279,0.21405,0.13721,0.00000,70.93073,4.00000
0.14851,0.18744,0.16684,0.14298,0.21574,0.13848,0.00000,70.95571,4.00000
0.14782,0.18882,0.16317,0.14338,0.21735,0.13947,0.00000,70.98068,4.00000
0.14760,0.19073,0.15903,0.14383,0.21877,0.14003,0.00000,71.00566,4.00000
0.14722,0.19232,0.15561,0.14466,0.22014,0.14004,0.00000,71.03063,4.00000
